,tweet_id,sentiment,content
29145,1751106427,positive,prom . hi
29147,1751106625,positive,"record , john mayer freak cool"
29161,1751107337,positive,"ah , now . cool dude"
29162,1751107391,positive,"knock sooo godamn funny . get old   "" you be tupac . you be biggie . "" lol"
29163,1751107396,positive,lol know ! like oh ya tough guy
29176,1751107906,positive,"we will organize down , can not guarantee oldie"
29177,1751107928,positive,that s good !   guy ! love come visit sonetime
29179,1751108146,positive,.. bust cap ? tell bust cap jesus
29182,1751108226,positive,thank   ur job little crappier day
29184,1751108295,positive,right second gig ! ! ! sippinn guess whut ? water   sta focus job
29188,1751139656,positive,way star trek
29189,1751139659,positive,"blow away rain hard here . yay you ,"
29197,1751140123,positive,"lol , mum like bit ol' clergy ordain ultra violence"
29198,1751140190,positive,idea wtf twitter willing go !   go bit
29203,1751140314,positive,diy acid wash short ! can not wait look like
29217,1751140919,positive,respond question thou shall blog ! appreciate community
29227,1751141538,positive,"prom . ha ! chinese , iced chai , old school pokemon . good night"
29231,1751141607,positive,"oh , yes ... happy year annivarsary hanson be second studio album , "" this time"
29242,1751142389,positive,"glitter , sing"
29243,1751142433,positive,boredddddd follower   she s amazing ! !   * break *
29248,1751142697,positive,fun   eat mas.thank ! !   good luck w/ ur show tomorrow
29251,1751142788,positive,"thank sissy ! ! ! ! ! ! ! sure check ur myspace tonight , it be gon na something ! luv ya"
29252,1751142841,positive,check review movie fighting -    hilarious ! ! leave guy comment
29256,1751142945,positive,"make muffinsss , wheat jerm aannndd psyillium husk"
29257,1751142947,positive,thing transparency selective opacity
29284,1751175533,positive,excited !
29288,1751175604,positive,check check check
29292,1751175675,positive,chick haha . completely agree
29300,1751176300,positive,"twistory ... make . yeah , steal"
29309,1751176554,positive,"yeah , I have see that ! but , guess I have need"
29312,1751176647,positive,ahhh I be drink too ! ! bride war good
29315,1751176719,positive,chocolate milk subway . mmm
29329,1751177218,positive,can not wait see .   hear pretty hot aro
29335,1751177406,positive,"looong day ! 8 houuur work , 5 minute shower , shane ,   man , hear bed calllle bunch"
29346,1751177740,positive,tgc concert   good old friend remember old time
29359,1751178285,positive,"haircut short possible , change color , new"
29362,1751178390,positive,- overwhelm lead strawberry lemonade ! !   husband vote banana foster tho
29381,1751211751,positive,"d aww that s awesome , imagine little head curly hair - adore leigh , she s great"
29387,1751212110,positive,dinner parental unit grand
29390,1751212204,positive,yeahh
29397,1751212512,positive,... like you be stuff !   strange voicemail !
29398,1751212588,positive,"mac , food , spam ... know follow"
29401,1751212615,positive,boy do not try I - I know just - just be - be - be
29402,1751212771,positive,"oh lol ! yes , facebook ! that be nice safe environment . like church basement"
29407,1751212916,positive,lol learn somethin new   thx
29412,1751213056,positive,lol . tweet fun follow   dull moment kulp
29418,1751213299,positive,- produce / direct / film / edit ... write ... coordinate event ... manage don fetti ... ai not do not
29428,1751213740,positive,catch 2 week lose grey be ! !     house quiet
29437,1751214075,positive,hey ! ! you ? ? ? find
29448,1751214724,positive,bring
29449,1751214750,positive,jealous ... ur koi fish get ur attention & I be not ..... lmao    I be kid
29480,1751249030,positive,"that be great bastos !   I be happy you . gon na mabaho leg , celebrate ? haha"
29485,1751249225,positive,lol whoopi ? u chuck woolery
29489,1751249451,positive,mo beck ? ?   guess it be you .   meet tga wbw speak yr . business holiday
29515,1751250663,positive,congrat ! ! know princess win ! ! !    sigjean
29518,1751250830,positive,"couple guy similar mod ,   see . think mine be good , I be biased"
29535,1751251541,positive,ahhh yay ! I be get it . knockin ' lot
29537,1751251569,positive,buy flavor snow cone machine   mhm!yummay ! need new sunglass rachel&i plan!yezzz - sir - e ruless
29539,1751251619,positive,indeed ! try trend topic fun   twilighter idea
29542,1751251791,positive,"I be sure stracchino be , sound good"
29545,1751251923,positive,"larry , yes obama pretty funny today . kid take airforce joy ride   put shtich"
29549,1751251963,positive,go sunnybank
29551,1751252012,positive,I be go obu night
29552,1751252031,positive,tired gunna bed soon ! ! ! time I have online today ! !   ready mother be day tomorow
29554,1751252130,positive,aww thatz 2 bad ... ud b great new moon
29556,1751252181,positive,welcome aboard friend ... fan gon na love ya
29568,1751285985,positive,u twitted real xmsirius be . let know contact info . let transmit
29571,1751286074,positive,watch game make popcorns
29573,1751286136,positive,mother day ... love madre    chel tonight . ca nt wait present
29576,1751286329,positive,finished book ... vat good book < 3333
29587,1751286830,positive,"happen "" , sorry . watch movie friend while !   fun fun"
29596,1751287367,positive,habitat twitter - active . neat
29601,1751287714,positive,tweet ? ? ? rofl would
29603,1751287788,positive,whatsoever mean ' how down ' lol I be sober
29606,1751287864,positive,"pe awesomeness ! phillip have not completely finish go up , down , leave , right"
29610,1751287979,positive,day jasper & bonty ! ! ! new puppy
29615,1751288076,positive,comment new myspace picture plz
29618,1751288247,positive,"finished class , time start summer project . hint : involve wordpress install I have tweet lately"
29619,1751288254,positive,it be over ? damn
29621,1751288387,positive,it be mother day today
29625,1751288523,positive,chili night minneapolis .   refuse turn heat
29635,1751288773,positive,"gusye   dinner , bourbon & branch , zeitgeist surprise party taylor !    shh"
29649,1751289468,positive,"star trek yet ?   I have see it , twice already ! do not like time , second time way well ! ! ! hahaha"
29662,1751322034,positive,that be night
29674,1751322336,positive,"what ? think mom year award ? nope , tad bit selfish"
29698,1751323104,positive,dinner   & fam
29707,1751323645,positive,welcome
29708,1751323663,positive,listen obama ear & listen music
29710,1751323735,positive,noow calmmm   eat polvoron .. yuumm
29716,1751324043,positive,love song ! start think know one !     sameperson
29720,1751324173,positive,"rt / westcoastgal88 - it be facial hair , need shave   [ jr jj ]"
29735,1751325180,positive,yes ama ... party week
29756,1751325772,positive,take shower.we be gon na church.time thank mother
29762,1751358148,positive,cap lose . argh ! hp game evening fun
29785,1751359050,positive,go bowling anymore ? ... friend
29788,1751359114,positive,beard address week be lol
29790,1751359117,positive,there be sexy blonde cowgirl rub field
29793,1751359183,positive,"wish know play instrument . lesson menace missy moo , sure . piano ? cello ? bass ? want"
29795,1751359274,positive,"prob , sexy site"
29810,1751359875,positive,wweeeeooo ! snl soon
29818,1751360134,positive,"everyone , welcome new friend , kari , warm follow , set twitter account tonight"
29826,1751360380,positive,riot ! !     girl
29833,1751360695,positive,"watch "" slice life "" ( laugh songgg ) go sleep"
29837,1751360862,positive,yeaup . gon na tell ya
29843,1751361039,positive,lol happy like
29847,1751361334,positive,jus love doin night shift ... will hour
29848,1751361436,positive,I !   lol
29851,1751361471,positive,"- I m hard core , do nt know"
29870,1751394218,positive,lol oh ok .. well n case .. thank u
29871,1751394235,positive,"wowzer ! deep stuff there , cis probably earn potential"
29875,1751394423,positive,"get hangin bestie pool , soo nice"
29894,1751395088,positive,expect hear beastie boy star trek movie ... super great flick though . * pew peww * -- ( phaser
29897,1751395193,positive,ty ff
29899,1751395316,positive,yo somebody be mother come club dress like she be go straight church club ! feel like I be go hell 4   @
29907,1751395556,positive,believe
29915,1751395951,positive,omg . love parent juss get lavend camera early birthday present
29932,1751396711,positive,year sweeet
29935,1751396873,positive,ada acara menarik lain : key vip di channel v. ttg straight yg dikasih task approach stranger crowd .. hmm
29944,1751397055,positive,right . cock sound well clock come female
29953,1751429165,positive,I be tellin u. I be pretty mean kitchen lolol they be yummy
29965,1751429805,positive,salt pig thing coz break one ! lol   guy wat salt pig
29971,1751429956,positive,"kk , 888 follower like minute ago"
29977,1751430144,positive,"get home tillie be dance recital . lol , spectacular"
29984,1751430312,positive,check     2 wonderful cause need help
29986,1751430334,positive,tweet cheaptweet .   wanna vote
29990,1751430501,positive,finally hand laptop !   eat big burrito de asada   I m gon na ready party - ooo
29994,1751430645,positive,hang cousin jimmy hopefully hang friend
29998,1751430875,positive,"steph grad party gr8 ! shove cake face , watchd sis bitch slap boy , eat good food   satisfied"
30011,1751431376,positive,oh really ? hello
30013,1751431462,positive,I be likable hahahahahahaha ! moon
30028,1751432092,positive,what s hot new
30035,1751432227,positive,goin wit shina & gigi . moviez
30045,1751432462,positive,I be follow we be wear converse
30052,1751464397,positive,massive morning .. I be stuff
30056,1751464615,positive,"down glass ginger ale relish early evening bed "" because say so "" lifetime"
30058,1751464640,positive,chillin home enjoy new house ... love it ! ! !   hope have great day
30064,1751464840,positive,movie 3 - d gooood
30067,1751464907,positive,"say good morning everyone ! again , happy mother be day mother there !   hope h ..."
30069,1751464985,positive,model pink motorcycle
30071,1751465032,positive,bwahahahahahaha awesome
30073,1751465050,positive,wedding
30074,1751465138,positive,sister law leave prom ! ! look soo pretty .. tear
30078,1751465393,positive,taste addison w/ fav . ppl
30079,1751465454,positive,steel toe boot - good hear you be comfy . hopefully kodiak terra brand
30094,1751466126,positive,"michelle ,   here . do not u miss fox ? like interview"
30098,1751466238,positive,haha . actually clean ! good actual work
30137,1751468150,positive,"wow , counter benedryl enthusiasm"
30156,1751501024,positive,operation mischevious ( pinwheel ) commence 25 min ... lol   wait ed
30157,1751501132,positive,aha speak german   haha maybe send stuff italian
30159,1751501181,positive,"right n0w , I m bed   egotastic r0cks!hahaha"
30161,1751501218,positive,likelyy . need save money practice ass
30178,1751501832,positive,"oooh ,   question all . chain hang low ?   idk ! sorry"
30179,1751501900,positive,ngh episode 28 out ! check
30185,1751501995,positive,I m think I m go fun tonight .... and maybe change come
30190,1751502167,positive,I be watch girl movie night ! great night movie night
30195,1751502360,positive,"read it ! lucky , get new phone"
30198,1751502422,positive,lmao ! ! ! ummm duh gurl need buy v - neck like em
30208,1751503004,positive,crochet laura . simple stitch ... I mean afgan
30209,1751503037,positive,ahhh imagine you be look at ! ! luckyyy . hope have fun
30223,1751503497,positive,- go somewhat town ? ( x visitng uncle boyet & famm
30231,1751503866,positive,forgot love song itune . love shuffle   love watch prank ap tour
30236,1751504164,positive,"sell laptop cheap anyone be interested !   17 "" toshiba 1.3gig ram"
30265,1751537058,positive,soooo sleepy .   get ta finish game .   lol . gettt cavs !   whoop whoop
30267,1751537103,positive,joke ! ! !   love mag .. really
30272,1751537314,positive,"star trek great minor detail need work out , thumb up , regardless"
30276,1751537428,positive,beautiful outside . wish new york city . area pretty cool . hip trendy
30278,1751537519,positive,kyle go garage . night do . think we will interview ?   nascar
30282,1751537649,positive,surprised
30287,1751537776,positive,kudai pop rock band chile taking stage tonight
30293,1751537912,positive,hahhaa okaay ily ! lmfao
30294,1751537982,positive,ohh . haha ok thank
30297,1751538066,positive,case gigolo be picolo
30306,1751538680,positive,see zack miri porno    . sooo good
30311,1751538878,positive,"daughtry come play college town eau claire , wi .   seriously , you would ton people turn"
30337,1751571903,positive,"gon na cab twice !   august , I be take friend jess vegas bday"
30339,1751571912,positive,goal bed 2 am
30345,1751572239,positive,indeed . maybe somebody need new cat
30347,1751572329,positive,night ! !   way funny
30355,1751572559,positive,love dark princess pci evil empire .... oh wait ! auditor
30363,1751572917,positive,ashley oh
30367,1751573075,positive,feel like dress heck it . & put on . haha
30373,1751573159,positive,play board game
30376,1751573215,positive,"loudly say & coworker reply "" I do nt know brian klemm ! love brian klemm ! ""   (   0 tronic"
30379,1751573594,positive,I be excited I be queen bee power mom 50 list   feel honored . nielsenpowermom
30382,1751573673,positive,"u ur mother special ? I will cake sure get stressfree day = p cheesy , work"
30397,1751574234,positive,"christa be mother day card , deep build phase .    - photo :"
30399,1751574280,positive,woah ! 311 good ! ! rain early nice
30401,1751574330,positive,stjohn that be hope
30404,1751574402,positive,bring hk lounge tomorrow ? < happiness>12 drink till 5 pm ... kareoke . think nice sunday
30406,1751574617,positive,"haha . sure local you , you would fight"
30414,1751574905,positive,
30421,1751575114,positive,- meet bella new member family
30428,1751575434,positive,"haha yea "" help "" ( technically itz call cheat teacher help anyways I m cheat"
30430,1751575477,positive,"midge ? definitely tie first . she be completely dumb   yeah , punk would"
30431,1751575536,positive,thinking drink water hey free
30438,1751607283,positive,"hahah , hear mvp chant atlanta be arena ?   right there , unlike staple"
30453,1751608006,positive,wake 6 am ? yuuup . go tonight ? well believe
30461,1751608461,positive,I be they ... get phone w/ chanel    tell   tell u ur brat temptation ... could not pass up ! thank
30474,1751608686,positive,"yup florin cat foo sho , do not worry pix thing , I be sexy piece caucasian sensation   lol"
30488,1751609197,positive,have bath epsom salt listen carrie underwood
30502,1751609763,positive,"rain , rain , rain . wow actually love rain"
30509,1751610024,positive,happy mother be day mang ! ! ! thank love
30515,1751610189,positive,party beach
30518,1751610262,positive,oh mm gee get aerola live tonite
30520,1751610301,positive,"sorry .   I be squirrellist , talk black sliver squirrel"
30521,1751610302,positive,favourite song tonight cheer tokyo police club
30526,1751610484,positive,"think it be I be offtopic inappropriate ( germination "" fruit picking "" joke , etc"
30531,1751610566,positive,welcome . deserve followfriday day
30532,1751610624,positive,ohhh bad ! yes   heh heh
30541,1751641953,positive,dinner movie hubby
30546,1751642076,positive,way ! do not know singing rof that s doubt fave idol far ! ! eep ~ fangirl moment
30549,1751642320,positive,"n dc amendment 4.5 : right big pimpin ? get ta say , positive right good . man , 2nd time tonight w/ thrd"
30555,1751642433,positive,"reward get yesterday , I be play world warcraft today . yay"
30574,1751643343,positive,really ?   cool
30583,1751643824,positive,dakota bath spay ... heaven
30596,1751644749,positive,get home work . ready chill time   shoot pm . aim : pillowtalk6188
30612,1751645547,positive,star trek actually good
30631,1751678466,positive,night myer . w / out lydia !   I be actually excited summer
30634,1751678622,positive,animate ad work . favorite thing do . I be saturday night fun
30640,1751678747,positive,get flag   wicked fun . tho die
30649,1751679002,positive,see shoot star ... wish
30669,1751679770,positive,hey that be I would
30672,1751679911,positive,prom party tonight
30685,1751680451,positive,"miss interview npr , ironic listened npr day long fucking car trip , watch needle now , look good"
30690,1751680652,positive,reach cellgroup leader be house surprise I be dry . haha .   -
30698,1751681009,positive,"lonely battle , friend , fight valiantly"
30705,1751681347,positive,btw can not believe awesome newjabbakidz performance be ... u mask .. I scream pc
30712,1751681679,positive,head xbox   shopping 2morrow
30718,1751681848,positive,spongebob sing long . amanda mom give crystal jona brother calendar
30722,1751681880,positive,"do not care netsexor cam route heaven , however , lobster sound super good .   I be tempt"
30729,1751713464,positive,oops !   mom accidentally sign twitter account comment picture
30732,1751713595,positive,north I m boomin ! ! ! .. lol .. fucc club dog count million buccz ! ! ! ..   .. they starbuccz bitch
30733,1751713626,positive,"write researching . tired foolish , I be educate & move forward . gon na marry white boy right"
30734,1751713662,positive,canada nikkie payne 1 comic soo yeah funny pervs teen people family
30744,1751713927,positive,d - lab mit open courseware   go chance get work week
30749,1751714077,positive,dinner gma big sis water !   yummmmmm
30750,1751714082,positive,wait foreigner start
30762,1751714642,positive,"that be great point ... I be shit any ! wood , sara ... know well .   haha"
30765,1751714893,positive,love sleep pete lmfao    jk
30770,1751715062,positive,that be say
30773,1751715188,positive,new song amazing
30785,1751715522,positive,"get party ... suprisingly awesome , need dance often ! overall , awesome night"
30786,1751715555,positive,heart
30793,1751715726,positive,"yep , tolerate facebook group"
30794,1751715773,positive,news wierd entertain
30802,1751716095,positive,wtf ! ! ! !   lmao ! ! ! * just got hit head bloody ball *
30803,1751716115,positive,"@ mgm grand , mraz stage ! double opener .   lot old memory flood"
30814,1751716670,positive,"help "" kiddie church "" tomorrow ! yay little guy"
30817,1751716837,positive,enjoy day summer
30819,1751716963,positive,I will drink   shotdrinksaturday
30820,1751716972,positive,mounce yes last way past bedtime
30836,1751749490,positive,"pg 145 165 , I be get close !   * yawn *"
30838,1751749592,positive,I m schaumburg rite ... u want ice cream lol type chilly outside lol get ice cream
30842,1751749690,positive,lannen fall ?     new ep come shortly .   want dude hear
30846,1751749927,positive,"like cookie , go love cookie    lar teten cookie be . come 5/16"
30848,1751749975,positive,do nt care kind graphic engine video game nowadays . compare oregon trail carman sandiego
30851,1751750050,positive,update blog . show watch : unusual   check
30856,1751750236,positive,can not you ? root ali twitter war
30857,1751750237,positive,"shock d & I , too !   put thing new , empower , light ... do not"
30865,1751750470,positive,great party alenka ! !   happy birthday chicky ! <3
30882,1751750966,positive,get visit relative ... time watch movie
30896,1751751363,positive,- I be gon na buy one ... nor two ... three ! ultimate slaughter machine
30899,1751751468,positive,matter ? love you .   pick . ha
30907,1751751724,positive,I be fake . . same ?    ~k~
30913,1751752043,positive,"garlic pill , spider bite toe ( lol - classic ) hungry . u kill 2 funny"
30916,1751752125,positive,ellen degenere mcfly fan !   try mcfly ellen show .. how
30927,1751783457,positive,really ? awesome
30928,1751783530,positive,listen metal shop mooney ! ! good
30931,1751783632,positive,nice . order mom gift sister .    different unexpected
30933,1751783646,positive,suck ! eat burrito !   they be way fun ! hey check out :
30934,1751783731,positive,I have get jam ! oh yea
30936,1751784006,positive,could not true ! like ur momma be style
30939,1751784115,positive,perfect night nj
30943,1751784343,positive,rofl -
30944,1751784368,positive,probably cooool thing we have
30945,1751784417,positive,bookmark - keychain - surprise
30949,1751784572,positive,there s boy . he s cute . he s get pack .   yum fun touchin
30951,1751784592,positive,fun !   invite hhs group
30955,1751784712,positive,daarle haha yah it be walk distance house   mission tiki drive - in haha summer like weekend
30958,1751784788,positive,free free free- pesky registration   enjoy
30959,1751784845,positive,I m eating salad   rember comment new myspace picture plz
30961,1751784875,positive,find good songd stuck head relient k song ... I know word finish
30962,1751784898,positive,film musican friend    legion   people sure know dance
30969,1751784990,positive,congrat graduate college
30972,1751785144,positive,"love black eyed pea , memory . watch hulk"
30981,1751785384,positive,mediteranian kitchen ... oh can not right
30985,1751785511,positive,"look , I be follow"
30991,1751785869,positive,tell it ! obvious real life make great entertainment tv   great try figure killer
30992,1751785877,positive,! ! ! tell experience ! loveeeee youu
31002,1751786286,positive,gon na celebrate mother day family gon na start party tonite
31005,1751786318,positive,gon na drop log pool   15 min
31008,1751786371,positive,ok all . couple thing late stuff get lot fun
31013,1751786533,positive,"make video hitrecord ... hope come well , it will record"
31016,1751786750,positive,"haha ! ! ! korn funny ! !   ugh ... drink < happiness>10 beer , I be go to ... fat ! :/"
31021,1751818440,positive,"send fc link , courtney"
31030,1751818703,positive,great time surprise party ! get good
31036,1751818835,positive,marie justin timberlake sooo funny
31038,1751818852,positive,oh go crowd ... how epic dude
31051,1751819150,positive,"threaten I , patronize she , do not eat , think connection . ""     movie night"
31056,1751819285,positive,what ! that be sin
31057,1751819343,positive,actually guy thought do not know turn know previous party
31064,1751819559,positive,play ghost online interesting . new update kirin pet metamorph job .   can not wait dragon pet
31066,1751819688,positive,new pickkshaa ! it be big look milky !   yaaay
31070,1751819737,positive,"ohshnapsss . piss blair usual ? hahah . & yeeeah , bake cookie"
31084,1751820024,positive,snl gon na great tonight
31089,1751820258,positive,rise    * follow back *
31104,1751820929,positive,follow new sanctuary fan ! wonder sanctuarysunday ! ! !   good meet
31107,1751820979,positive,gon na read story bout adam lambert online bed . nighty night
31111,1751821075,positive,google go pink today
31127,1751851688,positive,I be see lot sell sign
31135,1751852095,positive,can not wait twitter
31141,1751852348,positive,want wish mom happy mother be day .   hope you be treat like queen
31147,1751852657,positive,say happy mother day mother everywhere !
31148,1751852734,positive,guy . get saran wrap . tuesday video shall awesome
31158,1751853117,positive,day look hard good thing
31159,1751853120,positive,time hit hey stack night yall   tomorrow mother day
31180,1751853874,positive,see game huge cavs fan lol . pay ref . yao be 4 rest playoff l.a cruise wcf
31194,1751854311,positive,bowl cousin   awesome
31197,1751854418,positive,let play russian roulette
31198,1751854432,positive,haha thank
31209,1751854724,positive,pride weekend long beach
31225,1751885284,positive,wh correspondant be dinner rock ! wanda syke hilarious obama be not bad   happy mother be day mom be
31236,1751885744,positive,week fun ... I hope week well   nyc 19 day
31243,1751885950,positive,bioshock fantastic time play it . sleep bioshock tomorrow
31245,1751886008,positive,totally dig napa valley idea ! deal wine limo ride
31253,1751886224,positive,""" a hike wood little kid could not exhausting , right ? wrong . ""   lol .. try downright masochistic"
31254,1751886245,positive,"guy interested watch tattooed tomorrow , let know"
31255,1751886295,positive,write post new ipod touch
31256,1751886346,positive,find spot team ? ?   wink wink
31258,1751886366,positive,party great time   get ' paranoid '   ringtone ! yay
31269,1751886904,positive,time swim freeze water kalie . yeah
31272,1751886999,positive,say whale & mother mother ? ok
31274,1751887029,positive,happy that s finally summer   ca nt wait turn 21 wed
31275,1751887107,positive,glad I be finally final
31277,1751887158,positive,star trek ? can not sleep ......... too action . can not wind
31278,1751887176,positive,hah !   sparkly one
31290,1751887631,positive,work way myst maze video export
31291,1751887744,positive,"baby girl scrape leg bike accident today . could not find gauze , use panty liner medical tape patch"
31307,1751888498,positive,go transformer imax .    excited
31309,1751888820,positive,"41 follower ? random people , okay"
31324,1751918803,positive,yay ! fun
31326,1751918838,positive,hi twitter people
31333,1751919174,positive,get lot shopping today ... really excited bout new travel journal ! go sleep watch movie cousin
31334,1751919256,positive,whoop ...    tweet
31341,1751919574,positive,awww . wish young sis ): old one ! ! ! bet young sis love u
31364,1751920460,positive,"bone ( the show ) . check . pb & j. check . write play . check . simple joy here , great go"
31367,1751920589,positive,
31371,1751920893,positive,"aahh google , fail smile   ( via"
31403,1751922055,positive,"live new york , it be justin timberlake"
31406,1751922083,positive,wait ... why do not know wedding ? be not suppose vice versa ?   btw know it be
31409,1751952413,positive,lmao I be glad guy like
31434,1751953090,positive,do nt trust judgement vouch   xo    jk . I will think friend
31436,1751953153,positive,youtube channel ? demilynnmusic haha cause love 2 sing & stuff yea
31447,1751953751,positive,bran ! ! watch video ! ! ! ! ! do nt stalker status 2nite
31448,1751953755,positive,"lol ! thought suppose guess .. damn , try tho .. lolol"
31455,1751953867,positive,take dog walk .. the weather perfect rite    p suck becuz do not come hahaha
31459,1751954166,positive,right . haha . she s bad
31460,1751954274,positive,p - nutt get new collar leash today
31463,1751954344,positive,way dazzle bar
31464,1751954366,positive,happy mother be dayyyy . love mummyyyyyyyy
31466,1751954520,positive,watch movie night mommy
31471,1751954662,positive,message book pierce appointment
31473,1751954757,positive,hehe true . wonder come
31478,1751955037,positive,uqh soo boredd supposedd asleep cuzz wakke upp earlyy juss cantt sleepp . ! omq tomorroww is mother be dayy
31485,1751955283,positive,look !    can not all . heck
31495,1751955677,positive,u smell goodness energy big city pinch butt feel real yes u chicago
31511,1751985169,positive,"dog pic   rolf !    snow stick   "" if look kill look "" way funny"
31513,1751985220,positive,popularent awww boog u ai nt min .... hey ya .   that be what s enjoy ya will selve especially lil cousin
31515,1751985334,positive,pleeeeeease pleeeease dj drop
31518,1751985508,positive,"twitter call "" twatter "" ? I be post twat"
31528,1751985953,positive,haha yay crust   ( I tend little weird I m super bored lol
31529,1751986073,positive,ultimate shirt fold tool ( see   big bang theory be episode
31532,1751986115,positive,he be pretty cute
31536,1751986326,positive,say can not wear converse dress
31540,1751986435,positive,"good bestfriend world .. mother be day present = ambien , klonopin quarter ! woohoo !   smh"
31545,1751986630,positive,cavs again ! !   oh yea
31552,1751986898,positive,"good luck   wanna too . wait outside bus before , autograph tho"
31565,1751987617,positive,baaha   & healthy choice friend !
31566,1751987624,positive,nat twitter acct
31570,1751987979,positive,head bed tea finish breaking dawn
31577,1751988104,positive,"mosh fall boy , confetti bear fall sky"
31580,1751988180,positive,I be way ' 17 again ' .   I have want looong time
31594,1751988559,positive,"gorgeous day !   work master gardener plant sale , trim smoke bush , write"
31595,1751988672,positive,dance cleaning house ..... love sunday far
31600,1751988929,positive,"think u friend now , include lol"
31601,1751988965,positive,whoop whooop
31616,1752018516,positive,"awesome , congrat complete it ! ( I can not believe cycle distance cottage 1 day ."
31617,1752018543,positive,"he be old school burnout . lap track , like to .   nascar"
31620,1752018714,positive,great amp joke .. thank share
31624,1752018738,positive,good luck c funn
31639,1752019552,positive,lesson finally tomorrow morning . look forward speak high schooler date
31644,1752019691,positive,haha know .   sorry typo tweet ... blehhh .   ps - say sucha cute movie ..   awww
31652,1752020105,positive,go eat rice fry chicken sederhana   padang restaurant ! yummy
31664,1752020508,positive,day look well well betterrrrrrrr
31666,1752020610,positive,long day ! ! ! fun   tomorrow
31668,1752020647,positive,wolverine
31670,1752020834,positive,"alright , play card rain be not smart idea , sick ... fun"
31685,1752021642,positive,savour moment !   canuck
31686,1752021691,positive,eat ice cream cake   bomb
31688,1752021840,positive,"jo you will drink bc race over ... I be tell you , it be addiction lead elvis preside wedding"
31691,1752021944,positive,dude ... try vegetarian thing last 2 month ... good luck ! ! ! go vegan intense ! ! ! good
31693,1752022003,positive,try learn tweet ! !   it be good hope
31700,1752022205,positive,thank greet
31702,1752050885,positive,wife get sting bee act like big ass baby 5 hour ago .   lol baby
31704,1752051043,positive,"oh yeah , that be right ! thank remind"
31710,1752051257,positive,hey !   sorry late reply.but plan post facebook twitpic
31712,1752051298,positive,nice time little sister ... baby grow
31722,1752051725,positive,walk water annapoli froyo shoe
31727,1752051849,positive,"haha ya , friend totally have kick party occasion"
31729,1752052021,positive,"huge difference temperature time here , huh ?   get ta love dc . lol"
31731,1752052069,positive,"now , earth lead believe"
31735,1752052330,positive,"* you * pay < happiness>60k lunch oscar de la renta ?   do not hit east village shop ,"
31736,1752052404,positive,say want w/ marykay @ sendai right
31750,1752053135,positive,"gon na wow bit . later , twitter <3"
31752,1752053325,positive,doubt instinct
31758,1752053563,positive,sew shirt   fail scream v v quesadilla !   quesadiaas bombbb <3 try scream day ! :]
31759,1752053585,positive,"today boring , lot homework . tomorrow amazing , can not wait"
31761,1752053684,positive,talk anthony rapp . face face .
31767,1752053792,positive,"thank add I , glad"
31769,1752053933,positive,500 ! update ! wooow ! ! haha
31770,1752053971,positive,have margarita w/ mommie ... what great combo
31771,1752054005,positive,I be go check dj volt
31772,1752054058,positive,goin drive - in movie time
31775,1752054112,positive,wow ... you be text ?   tired
31778,1752054263,positive,"wednesday mom make huge special dinner & whatnot celebrate new single , ya knoww"
31780,1752054505,positive,recover sick ... want bring soup
31798,1752086113,positive,selin - it - to - the - high - bidder ! ! heyyyyy mama
31800,1752086156,positive,"ready dc tomorrow , photo trippin"
31803,1752086487,positive,thank followfriday hun
31811,1752086685,positive,eat
31816,1752087043,positive,.. u lil
31819,1752087149,positive,check late fb post .   ( thing want happen ) . do not think miss
31824,1752087420,positive,didgeridoo
31833,1752087707,positive,"multiply be get boring : < happiness > wish reichelle twitter . , convince recruit herr , ya"
31835,1752087824,positive,jia
31842,1752088056,positive,have not watch yet ... like cool movie .. happy watching ... rate u watch yea
31846,1752088160,positive,think start iphone app development business ? @ reply win easywriter pro code
31854,1752088465,positive,thank that !   definitely pass amazing mother
31860,1752088876,positive,woulda believe year later I would female engineer make track
31861,1752088953,positive,yay block party !   you be bomb ! blockhead <3 dave !    thank support nkotb
31867,1752089134,positive,"~entonces esta perdonada porque sigue tom conrad , know awesome"
31871,1752089279,positive,classic jt saturday evening
31888,1752090045,positive,"ready ! ! ! ! !   ... I have hear bobo probobly 100 time , bobobyebye"
31894,1752090324,positive,mean set start use ? jump in ! use   sign word want use
31898,1752122077,positive,"hmm , interesting ... think I m way club"
31902,1752122363,positive,re : edward hope
31914,1752122932,positive,get vote hot guy yearrrr
31918,1752123039,positive,heh ... send dem dem jen ... shock find day ... early week
31922,1752123280,positive,hey phillll ! wazzuppppp
31930,1752123489,positive,head venue .   bbl
31943,1752124112,positive,hopefully I will htb week la soon ! ! can not wait
31952,1752124327,positive,agree completely . it be attitude & chutzpah
31955,1752124419,positive,see new star trek movie day . strongly recommend
31959,1752124708,positive,guess that be true
31967,1752124929,positive,oh goody - it be doctor who ! hooray iptv
31968,1752124965,positive,"like apple "" movie rio bravo . good hunting lot sense"
31973,1752125277,positive,"work store be facebook group , get ready relax play 360 . I be think mercenary 2 tonight ; likey explosion"
31976,1752125322,positive,lol ! glad like
31983,1752125636,positive,"yes , love cowbell"
31985,1752125648,positive,I will movie
31988,1752125701,positive,"oh yea , it be can not miss w/ justin timberlake   pleasure remove tick dakota yet .. fun"
31994,1752157014,positive,happy mother be day mother be twitterville
